0,true_y
2.018540881257967,3.0
1.9756493399623916,2.0
1.9139284829978187,0.0
1.8599719305614648,1.0
1.8207278504423299,2.0
5.917208024339569,5.0
5.633784215618093,5.0
5.7810862319551255,5.0
5.7266743745418145,5.0
4.987297188721896,6.0
3.835434215967192,4.0
3.9189555284933917,4.0
3.9296697603506647,6.0
3.584571992849167,7.0
3.916061680148858,6.0
7.264616216726903,5.0
6.76284290431982,6.0
6.313906780696688,6.0
6.089209619461251,6.0
6.094192060932386,5.0
2.8331888649577395,1.0
2.7824943366586155,3.0
2.8779829409692272,3.0
2.745947743691137,3.0
2.6004972364313037,6.0
